District,State,Population_Weight,Urban_Rate,Informality_Rate
Ambala,HARYANA,0.0009318622142476439,0.4437377877026924,0.750458276838551
Yamunanagar,HARYANA,0.0010027666591488106,0.40047466894776124,0.7691525349502515
Kurukshetra,HARYANA,0.0007966726142465201,0.30247309138136047,0.8114336434969924
Kaithal,HARYANA,0.0008872276370054512,0.24673796477686474,0.844943699612941
Karnal,HARYANA,0.0012431909919795457,0.3171240451514459,0.8119168359658547
Panipat,HARYANA,0.0009955254947100077,0.4699088925959194,0.751248456396585
Sonipat,HARYANA,0.0011975017880279152,0.31999310070574033,0.8093067304176473
Jind,HARYANA,0.0011018264163273122,0.24365489130434784,0.8583015117758503
Fatehabad,HARYANA,0.0007779717785311626,0.214258069510024,0.8619154439142588
Sirsa,HARYANA,0.001069648326679835,0.2754374365392335,0.8489512136560917
Hisar,HARYANA,0.0014402476209997854,0.3378737454124518,0.8296377126559473
Bhiwani,HARYANA,0.0013498272138662564,0.2174861160422721,0.8624505204729869
Rohtak,HARYANA,0.0008764088352093382,0.4291983501769064,0.7706416128615424
Jhajjar,HARYANA,0.0007915109721682219,0.26996250137862576,0.8223123255617069
Mahendragarh,HARYANA,0.000761518115311013,0.1650207880810026,0.8577311399761252
Rewari,HARYANA,0.0007435506457021401,0.2578752316244595,0.8059508843824545
Gurgaon,HARYANA,0.001250712949747408,0.7294148648726062,0.6646441273860336
Mewat,HARYANA,0.0008995817176213332,0.1620363538802066,0.857616732203639
Faridabad,HARYANA,0.001494591040525574,0.8136742294675162,0.6369440721164721
Palwal,HARYANA,0.0008611336781085057,0.2532118045103729,0.8276839894692554
North West,NCT OF DELHI,0.0030197992901341477,0.9341764804984481,0.4
North,NCT OF DELHI,0.0007333479375044927,0.985013501798579,0.4
North East,NCT OF DELHI,0.0018512737219397001,0.9890766867453817,0.4
East,NCT OF DELHI,0.0014116851583953146,0.9976504593070802,0.4
New Delhi,NCT OF DELHI,0.00011727581146986523,1.0,0.4
Central,NCT OF DELHI,0.0004809163864055373,1.0,0.4
West,NCT OF DELHI,0.002100369613461976,0.9974212843116013,0.4
South West,NCT OF DELHI,0.0018936685594512777,0.9364209596684793,0.4
South,NCT OF DELHI,0.0022561983490117,0.9960085519305449,0.4
Ganganagar,RAJASTHAN,0.0016262624652861298,0.29310124174804564,0.9006709318334138
Hanumangarh,RAJASTHAN,0.0014656519845150705,0.21836935186729162,0.9349770886093733
Bikaner,RAJASTHAN,0.0019522874703433622,0.3688039659130003,0.8985371399106217
Churu,RAJASTHAN,0.0016843858585386976,0.3016766789567781,0.9360106499933278
Jhunjhunun,RAJASTHAN,0.0017649058232346846,0.23103091690495983,0.9358165428501892
Alwar,RAJASTHAN,0.0030343675087359367,0.2139810562254524,0.9378020415341798
Bharatpur,RAJASTHAN,0.0021046797910630384,0.2129203098168876,0.945563767387024
Dhaulpur,RAJASTHAN,0.0009964166005984052,0.21451466541771558,0.9234086194037852
Karauli,RAJASTHAN,0.001204312677983071,0.16277531528317163,0.9608043653748286
Sawai Madhopur,RAJASTHAN,0.0011029817982901185,0.2016976064258847,0.9488005106833803
Dausa,RAJASTHAN,0.0013497974828078855,0.14169443823776903,0.9581813206812141
Jaipur,RAJASTHAN,0.00547231346929501,0.5643503499494136,0.8081997086982794
Sikar,RAJASTHAN,0.002211109547266617,0.25257213452454824,0.9165640943925715
Nagaur,RAJASTHAN,0.002731741672479412,0.19768321338967776,0.9504489942822056
Jodhpur,RAJASTHAN,0.0030450921621805417,0.34479850435761733,0.8930580256997396
Jaisalmer,RAJASTHAN,0.0005532611359122324,0.16230843340510773,0.9396125043104184
Barmer,RAJASTHAN,0.0021503409156817628,0.09348619333505899,0.9788236389843792
Jalor,RAJASTHAN,0.0015102799548554029,0.10312397040764369,0.9746654214332129
Sirohi,RAJASTHAN,0.0008558795394041644,0.2259729892852739,0.9105165369144831
Pali,RAJASTHAN,0.001682755605504688,0.2141939002661184,0.9213142745205938
Ajmer,RAJASTHAN,0.0021332463829811716,0.4017791638777413,0.8539888046145793
Tonk,RAJASTHAN,0.001173820174172683,0.21476832708988983,0.9424546539357725
Bundi,RAJASTHAN,0.0009174558647414306,0.20921368468254598,0.9457155942267306
Bhilwara,RAJASTHAN,0.0019891093861358427,0.21581493756288098,0.9319444665554366
Rajsamand,RAJASTHAN,0.0009551903588533542,0.16696201008543082,0.9306785199172276
Dungarpur,RAJASTHAN,0.0011467533489768198,0.0890245313421548,0.960696843495799
Banswara,RAJASTHAN,0.0014844758737775747,0.09167744577102391,0.98
Chittaurgarh,RAJASTHAN,0.0012754112006263818,0.19504535249411284,0.9546636565474119
Kota,RAJASTHAN,0.0016112697532398217,0.6050886179635047,0.8024998930021408
Baran,RAJASTHAN,0.0010098277855119227,0.21882954844696353,0.9515787715621116
Jhalawar,RAJASTHAN,0.0011653988518890979,0.17595277976307097,0.9718138904356065
Udaipur,RAJASTHAN,0.0025340937257426824,0.21547408802925663,0.9302152543455494
Pratapgarh,RAJASTHAN,0.0007167233206987099,0.10367734383677514,0.98
Saharanpur,UTTAR PRADESH,0.0028627557105048757,0.3195499967387808,0.9414521948713265
Muzaffarnagar,UTTAR PRADESH,0.0034219721425813657,0.3053090684126411,0.9510855272256478
Bijnor,UTTAR PRADESH,0.003041415421295328,0.24726726786223355,0.9604783501546359
Moradabad,UTTAR PRADESH,0.003941021914798637,0.3392619255741872,0.9418819236188373
Rampur,UTTAR PRADESH,0.001929065862030148,0.2652205958606794,0.9775169846974572
Jyotiba Phule Nagar,UTTAR PRADESH,0.0015197699435148789,0.2558543469495363,0.9755226435939733
Meerut,UTTAR PRADESH,0.0028440144075156243,0.5253681469676782,0.8691263671219489
Baghpat,UTTAR PRADESH,0.0010761387818947702,0.22145826873303254,0.9613264842200118
Ghaziabad,UTTAR PRADESH,0.003866396132424701,0.7017704617599895,0.8068101218932232
Gautam Buddha Nagar,UTTAR PRADESH,0.0013611167574199103,0.6648782784392961,0.8197272360253276
Bulandshahr,UTTAR PRADESH,0.002889834923641727,0.2518279650530579,0.9574152910219133
Aligarh,UTTAR PRADESH,0.0030341280085435037,0.32158860870872513,0.9391285013531977
Mahamaya Nagar,UTTAR PRADESH,0.0012922340244879713,0.22754823299815297,0.9797319798734182
Mathura,UTTAR PRADESH,0.002103624338490868,0.3037844487348152,0.9479741716023145
Agra,UTTAR PRADESH,0.0036493197649052566,0.4501456590504999,0.8947887614210828
Firozabad,UTTAR PRADESH,0.0020631339404404993,0.34671665097652454,0.9285901608049433
Mainpuri,UTTAR PRADESH,0.0015431484657472735,0.17697649650584305,0.98
Budaun,UTTAR PRADESH,0.003040740691442853,0.18057130738660987,0.98
Bareilly,UTTAR PRADESH,0.003673733919004241,0.3648370744088712,0.9358022458316072
Pilibhit,UTTAR PRADESH,0.001677332990802911,0.194278159474631,0.98
Shahjahanpur,UTTAR PRADESH,0.0024829876881284027,0.20566928701089918,0.98
Kheri,UTTAR PRADESH,0.0033209947321379348,0.12482118222603494,0.98
Sitapur,UTTAR PRADESH,0.003703161885752401,0.11856295971251525,0.98
Hardoi,UTTAR PRADESH,0.003380128155512384,0.13337784255853127,0.98
Unnao,UTTAR PRADESH,0.002567084464318967,0.16872933383145886,0.98
Lucknow,UTTAR PRADESH,0.003790576152539529,0.6758517538976813,0.8239099613271058
Rae Bareli,UTTAR PRADESH,0.002812524261524343,0.09428481869638164,0.98
Farrukhabad,UTTAR PRADESH,0.001556919726812173,0.23048676760067074,0.98
Kannauj,UTTAR PRADESH,0.0013681374165091284,0.18040025152418188,0.98
Etawah,UTTAR PRADESH,0.0013063579289396604,0.24345391682757755,0.98
Auraiya,UTTAR PRADESH,0.0011393148033449426,0.18594602162444238,0.98
Kanpur Dehat,UTTAR PRADESH,0.001483401426362556,0.1019676451428233,0.98
Kanpur Nagar,UTTAR PRADESH,0.0037834985089217664,0.6524312352646996,0.8376905360172431
Jalaun,UTTAR PRADESH,0.0013956865455407878,0.23097918626914316,0.98
Jhansi,UTTAR PRADESH,0.001650571734818083,0.38684090130378895,0.949687852645782
Lalitpur,UTTAR PRADESH,0.0010088673071539929,0.14517678708685627,0.98
Hamirpur,UTTAR PRADESH,0.0009119878275893646,0.17759593552593125,0.98
Mahoba,UTTAR PRADESH,0.0007234210674595097,0.1965983721128096,0.98
Banda,UTTAR PRADESH,0.0014860656595376905,0.1516274894810659,0.98
Chitrakoot,UTTAR PRADESH,0.000819032847729708,0.10207326848501917,0.98
Fatehpur,UTTAR PRADESH,0.002174276069395881,0.12211801300782354,0.98
Pratapgarh,UTTAR PRADESH,0.0026503099553267144,0.05539555730313794,0.98
Kaushambi,UTTAR PRADESH,0.0013210467235003982,0.08082602070306343,0.98
Allahabad,UTTAR PRADESH,0.004917509621798416,0.2124862843092498,0.9636650267993151
Bara Banki,UTTAR PRADESH,0.0026928897860903785,0.1105988462851164,0.98
Faizabad,UTTAR PRADESH,0.0020407035086250466,0.134462560161176,0.98
Ambedkar Nagar,UTTAR PRADESH,0.0019803263359754104,0.1147761167687393,0.98
Sultanpur,UTTAR PRADESH,0.0031358974213474286,0.05608074386147918,0.98
Bahraich,UTTAR PRADESH,0.00288038705398161,0.08121147709605372,0.98
Shrawasti,UTTAR PRADESH,0.0009227868086798969,0.033054253441855766,0.98
Balrampur,UTTAR PRADESH,0.0017745023481866564,0.0802264499661312,0.98
Gonda,UTTAR PRADESH,0.0028359457286188288,0.07268176636764632,0.98
Siddharthnagar,UTTAR PRADESH,0.002113628013769976,0.0649409070461702,0.98
Basti,UTTAR PRADESH,0.0020353089732561753,0.05699738544103482,0.98
Sant Kabir Nagar,UTTAR PRADESH,0.0014165057191650788,0.07717995973318265,0.98
Mahrajganj,UTTAR PRADESH,0.002217196155605346,0.05606024916032345,0.98
Gorakhpur,UTTAR PRADESH,0.0036675696795686543,0.19889015989435702,0.9753678327517611
Kushinagar,UTTAR PRADESH,0.002943824048055261,0.054483574682938074,0.98
Deoria,UTTAR PRADESH,0.002560955736980879,0.10203903825412419,0.98
Azamgarh,UTTAR PRADESH,0.0038104587978251337,0.08279719761430757,0.98
Mau,UTTAR PRADESH,0.0018218267603486921,0.21996642511649334,0.968645980018388
Ballia,UTTAR PRADESH,0.002675608608412236,0.102408556979,0.98
Jaunpur,UTTAR PRADESH,0.0037115955959769738,0.08004807931099565,0.98
Ghazipur,UTTAR PRADESH,0.002989844422962635,0.08070348195998109,0.98
Chandauli,UTTAR PRADESH,0.001612708406119885,0.12841653632640065,0.98
Varanasi,UTTAR PRADESH,0.0030365659553299256,0.4186784166640179,0.888539324285726
Sant Ravidas Nagar (Bhadohi),UTTAR PRADESH,0.0013033873006907581,0.13548174264448157,0.9673990276653036
Mirzapur,UTTAR PRADESH,0.0020621544672397214,0.14354786739456654,0.98
Sonbhadra,UTTAR PRADESH,0.001538218065234083,0.21266655454018799,0.98
Etah,UTTAR PRADESH,0.0014654769016157745,0.16853815193110414,0.98
Kanshiram Nagar,UTTAR PRADESH,0.001186532679214482,0.21089595140286974,0.98
Pashchim Champaran,BIHAR,0.0032498045387313133,0.10321171968970254,0.98
Purba Champaran,BIHAR,0.0042113804682325715,0.08165537756517195,0.98
Sheohar,BIHAR,0.0005419691147703809,0.04527710843373494,0.98
Sitamarhi,BIHAR,0.0028274021786508295,0.05796042774258895,0.98
Madhubani,BIHAR,0.0037059590828274723,0.03787153765753785,0.98
Supaul,BIHAR,0.0018409107963719424,0.04635045375619478,0.98
Araria,BIHAR,0.002321970057030207,0.06286738881289512,0.98
Kishanganj,BIHAR,0.0013960383630648445,0.09739862967539031,0.98
Purnia,BIHAR,0.002696127168001887,0.10737469258548753,0.98
Katihar,BIHAR,0.002536248401611847,0.09462246128416003,0.98
Madhepura,BIHAR,0.001653180635190138,0.04703318583203665,0.98
Saharsa,BIHAR,0.0015696850870688538,0.08082906838157031,0.98
Darbhanga,BIHAR,0.0032517395351136257,0.0952805039926679,0.98
Muzaffarpur,BIHAR,0.003965018182354963,0.10782619881828918,0.98
Gopalganj,BIHAR,0.002115870231088789,0.0688249244663916,0.98
Siwan,BIHAR,0.002750506099625174,0.06206959956819085,0.98
Saran,BIHAR,0.0032636955498924294,0.09811836599273169,0.98
Vaishali,BIHAR,0.002886407593301737,0.06858450395638849,0.98
Samastipur,BIHAR,0.003519468541607192,0.04116179901842465,0.98
Begusarai,BIHAR,0.0024532591073456026,0.18980814448798775,0.98
Khagaria,BIHAR,0.001376619026772188,0.0532222962581992,0.98
Bhagalpur,BIHAR,0.0025087777295397778,0.20000275582896102,0.98
Banka,BIHAR,0.001680434931226285,0.04163964548205793,0.98
Munger,BIHAR,0.0011295861403557662,0.2784560300977397,0.98
Lakhisarai,BIHAR,0.0008266159193397774,0.15296780562980086,0.98
Sheikhpura,BIHAR,0.0005255311429421494,0.18354468553506537,0.98
Nalanda,BIHAR,0.0023765463698465685,0.16625288042253225,0.98
Patna,BIHAR,0.004821770658667408,0.4562480270127775,0.9375256657881543
Bhojpur,BIHAR,0.0022532896604677373,0.15113092296362568,0.98
Buxar,BIHAR,0.0014092125253741265,0.10579488849777534,0.98
Kaimur (Bhabua),BIHAR,0.0013431699343793505,0.044938638593358046,0.98
Rohtas,BIHAR,0.0024444859675379605,0.15734934488480595,0.98
Aurangabad,BIHAR,0.0020977516285998633,0.10267401638811893,0.98
Gaya,BIHAR,0.0036267084691513803,0.1377984102945747,0.98
Nawada,BIHAR,0.0018327099794379423,0.10667397863837279,0.98
Jamui,BIHAR,0.001453852883655447,0.08647550173786299,0.98
Jehanabad,BIHAR,0.0009293540691289573,0.13097322060411934,0.98
Arwal,BIHAR,0.0005788001150529193,0.06902573911597155,0.98
North  District,SIKKIM,3.609763417605377e-05,0.15181130134469836,0.851618988928372
West District,SIKKIM,0.0001126765819124184,0.05550813785796274,0.927779364069961
South District,SIKKIM,0.00012127794227169452,0.20772049468166318,0.8707992183887245
East District,SIKKIM,0.00023420063127840618,0.5053933623901239,0.7604514181590118
Tawang,ARUNACHAL PRADESH,4.127414178353747e-05,0.18601122743134577,0.8873052997677485
West Kameng,ARUNACHAL PRADESH,6.932869880750384e-05,0.2606323620582765,0.8840319536820542
East Kameng,ARUNACHAL PRADESH,6.498713842260566e-05,0.26447915610102446,0.9515254869759477
Papum Pare,ARUNACHAL PRADESH,0.0001458250602706157,0.5977658057360165,0.7889872511863125
Upper Subansiri,ARUNACHAL PRADESH,6.891659330397252e-05,0.24315603205995628,0.9524296266716168
West Siang,ARUNACHAL PRADESH,9.272291243181635e-05,0.2762956945572705,0.9277089152602115
East Siang,ARUNACHAL PRADESH,8.193714514500443e-05,0.3281761483063988,0.91245934544687
Upper Siang,ARUNACHAL PRADESH,2.916947171287879e-05,0.2029578643847084,0.941602940838769
Changlang,ARUNACHAL PRADESH,0.00012241432939165265,0.1627755511022044,0.9670122753527256
Tirap,ARUNACHAL PRADESH,9.247597947479057e-05,0.2608346709470305,0.9584360277990729
Lower Subansiri,ARUNACHAL PRADESH,6.857138268177593e-05,0.22852153171188824,0.9177590404558477
Kurung Kumey,ARUNACHAL PRADESH,7.604213696022162e-05,0.055445544554455446,0.98
Dibang Valley,ARUNACHAL PRADESH,6.610205311151808e-06,0.3637770897832817,0.8657818534920075
Lower Dibang Valley,ARUNACHAL PRADESH,4.466265657509867e-05,0.2476489028213166,0.9272936539963387
Lohit,ARUNACHAL PRADESH,0.00012034967256033338,0.25287407440350446,0.9331367283139829
Anjaw,ARUNACHAL PRADESH,1.748103645941408e-05,0.06632573996590733,0.97047544814052
Mon,NAGALAND,0.00020668040744238524,0.14532946572066952,0.98
Mokokchung,NAGALAND,0.0001607310567300084,0.32095951373059806,0.9019123074330603
Zunheboto,NAGALAND,0.00011624596064240317,0.16198976173246496,0.9602492175123145
Wokha,NAGALAND,0.00013737648451685723,0.1750626754376567,0.9524944791449841
Dimapur,NAGALAND,0.00031284588757155517,0.5613428716876993,0.7820089281401608
Phek,NAGALAND,0.00013496083602421367,0.1579072687129313,0.9635410595551204
Tuensang,NAGALAND,0.0001623613097640181,0.18848846253564946,0.9735285438153837
Longleng,NAGALAND,4.169285418892902e-05,0.16192112043337517,0.9733996021368266
Kiphire,NAGALAND,6.111714565798081e-05,0.21110126956008268,0.9497804344699728
Kohima,NAGALAND,0.0002213213019646365,0.5815374507227332,0.8153506853398862
Peren,NAGALAND,7.863782352855622e-05,0.16777196523458418,0.9578692915922752
Senapati,MANIPUR,0.0003957104765651882,0.04584023698348145,0.98
Tamenglong,MANIPUR,0.00011615841919275524,0.14657841357958792,0.98
Churachandpur,MANIPUR,0.0002264044870833446,0.08392563769995677,0.98
Bishnupur,MANIPUR,0.00019605898683934634,0.37706815793691784,0.9045779090222383
Thoubal,MANIPUR,0.00034865281806575914,0.36735946596587477,0.9296118313804712
Imphal West,MANIPUR,0.00042779028854749465,0.6267936637890074,0.8114829211386402
Imphal East,MANIPUR,0.00037668672852141235,0.41932198195437215,0.8642373033956259
Ukhrul,MANIPUR,0.00015195709105963396,0.13860109811410837,0.98
Chandel,MANIPUR,0.00011907454050131058,0.11074355971896956,0.98
Mamit,MIZORAM,7.132480903202332e-05,0.19798609446175977,0.9391358449882754
Kolasib,MIZORAM,6.933530570936407e-05,0.5639880952380952,0.8376179568686113
Aizawl,MIZORAM,0.0003306002845954359,0.79615700964216,0.7188322275637689
Champhai,MIZORAM,0.00010384810930169715,0.40874903574183596,0.8846125938327073
Serchhip,MIZORAM,5.3629048262152044e-05,0.5176242737249839,0.8590068611546235
Lunglei,MIZORAM,0.0001333173691864835,0.44633190699592723,0.8740458344083044
Lawngtlai,MIZORAM,9.73642609886221e-05,0.19339103645565905,0.9232785148262364
Saiha,MIZORAM,4.6722358230022785e-05,0.45092383254073437,0.8311974851747059
West Tripura,TRIPURA,0.0014252235261696415,0.4283461334249176,0.8520424743425481
South Tripura,TRIPURA,0.0007234565795570083,0.1700488872563684,0.93331729529062
Dhalai,TRIPURA,0.00031236606132395656,0.13591492156711227,0.9459613836236376
North Tripura,TRIPURA,0.0005731049656494083,0.21900000519154195,0.8912103541756926
West Garo Hills,MEGHALAYA,0.0005312700630704844,0.11772452435974548,0.98
East Garo Hills,MEGHALAYA,0.0002625558023370127,0.15519564514390427,0.98
South Garo Hills,MEGHALAYA,0.00011754834617159938,0.09366092374441894,0.98
West Khasi Hills,MEGHALAYA,0.000316686149277809,0.14115527194683866,0.98
Ribhoi,MEGHALAYA,0.000213766309687473,0.09001318184671396,0.98
East Khasi Hills,MEGHALAYA,0.0006820981997747531,0.5060323305019736,0.8508015146576549
Jaintia Hills,MEGHALAYA,0.0003263181863272797,0.08565763226107004,0.9752176757789444
Kokrajhar,ASSAM,0.0007326575162600996,0.07709077478142976,0.98
Dhubri,ASSAM,0.001609819538281503,0.11595930282772797,0.98
Goalpara,ASSAM,0.0008326207672679864,0.14734031046495147,0.98
Barpeta,ASSAM,0.0013986992927890489,0.10451338757381638,0.98
Morigaon,ASSAM,0.0007906999749648797,0.09816258287019236,0.98
Nagaon,ASSAM,0.0023320447565043124,0.15539080438196412,0.98
Sonitpur,ASSAM,0.001589050742283896,0.11778342000500135,0.98
Lakhimpur,ASSAM,0.0008606621104882323,0.10579600101240193,0.98
Dhemaji,ASSAM,0.0005666516742574367,0.07230288002383227,0.98
Tinsukia,ASSAM,0.0010966870725427921,0.23822501270917734,0.9331516291640634
Dibrugarh,ASSAM,0.0010953706473471431,0.20466824927390156,0.9391405798845682
Sivasagar,ASSAM,0.0009506092982760231,0.11116430462775369,0.9645888274238379
Jorhat,ASSAM,0.0009020535247797887,0.2201365094755879,0.9458085644394312
Golaghat,ASSAM,0.0008811030389810257,0.10453004283316467,0.98
Karbi Anglong,ASSAM,0.000789783267331774,0.14704835571584493,0.98
Dima Hasao,ASSAM,0.00017681886275964823,0.36166601605594123,0.9536238932746752
Cachar,ASSAM,0.001434207260974078,0.20436850813493887,0.9312975901162884
Karimganj,ASSAM,0.0010147259773785444,0.11096592451805594,0.9686648934638054
Hailakandi,ASSAM,0.0005444879961045905,0.0923627698569694,0.98
Bongaigaon,ASSAM,0.0006101506902424038,0.17455182333377195,0.9773921614663309
Chirang,ASSAM,0.00039819962684102674,0.08257781001343943,0.98
Kamrup,ASSAM,0.0012532813828455692,0.10093107297816754,0.98
Kamrup Metropolitan,ASSAM,0.0010355806631003343,0.8567605186458411,0.7558580190576943
Nalbari,ASSAM,0.0006372678930649513,0.11817831793223517,0.9559054446142682
Baksa,ASSAM,0.0007846315356062661,0.012126508615579516,0.98
Darrang,ASSAM,0.0007668135471519807,0.06992927060746919,0.98
Udalguri,ASSAM,0.0006868436070358573,0.04912561029738127,0.98
Darjiling,WEST BENGAL,0.0015252222892750268,0.41559159779481614,0.7884828481602693
Jalpaiguri,WEST BENGAL,0.00319843918021902,0.2857620835137466,0.847485730972922
Koch Bihar,WEST BENGAL,0.002328178067190618,0.10805694885749241,0.942553047978562
Uttar Dinajpur,WEST BENGAL,0.002483479902316989,0.12112945711532284,0.9358760213235592
Dakshin Dinajpur,WEST BENGAL,0.0013843738778306232,0.15200227319066603,0.9342273549799678
Maldah,WEST BENGAL,0.0032942384313295017,0.134179913159179,0.9073279556533121
Murshidabad,WEST BENGAL,0.005866769460369489,0.1894738831457398,0.8865773414816568
Birbhum,WEST BENGAL,0.0028925049378559892,0.13935764890343813,0.9281065582830972
Barddhaman,WEST BENGAL,0.006373647667634767,0.38719201737040887,0.8429246741169607
Nadia,WEST BENGAL,0.0042677282566102055,0.30223174907776695,0.8634289041045717
