nic5,nic4,nic2,company_count,paid_up_capital_cr,omega
41002,4100,41,8,178877.485735953,0.08367938919934759
41003,4100,41,1161,42835.170357708776,0.24619676116403708
41004,4100,41,60,12217.738152624263,0.06369004797192233
41005,4100,41,242,21397.307680367274,0.0492227346438688
41006,4100,41,12,204421.14505897372,0.14398427067290667
41007,4100,41,12,35884.05669019263,0.3416428286836356
41008,4100,41,49,2680.975158866051,0.005888929905329353
42001,4200,42,199,244645.0877549153,0.44956830206363946
42002,4200,42,121,111084.57547867189,0.5504316979363606
43001,4300,43,387,6532.796865582939,0.10721332732793497
43002,4300,43,6,45105.57732495145,0.08373560216690443
43003,4300,43,22,13559.612276681855,0.6773909272888882
43004,4300,43,545,48945.25454891507,0.060811380468824845
43005,4300,43,102,57943.56981892698,0.0014755647322739801
43006,4300,43,6,6552.17743359552,0.06937319801517379
44001,4400,44,562,244851.30939585346,0.28550269896310704
44002,4400,44,528,6872.435794911851,0.02446655050890622
44003,4400,44,138,222349.98335281716,0.06752772710397001
44004,4400,44,434,1286.752048018293,0.37474519183857014
44005,4400,44,11,167290.74613166339,0.11062321787192793
44006,4400,44,14,3631.9229516038667,0.08861084840903426
44007,4400,44,21,177029.60250864955,0.04852376530448453
45001,4500,45,13,9530.962384351633,0.16762319920807603
45002,4500,45,2,79491.9842902304,0.36993685696316914
45003,4500,45,95,430.05323221836034,0.46243994382875475
46001,4600,46,3,969.9568151066262,0.2968017337259953
46002,4600,46,92,2888.7264468364947,0.15934122634174938
46003,4600,46,30,66772.83131965749,0.011716521361056439
46004,4600,46,582,6447.490089105311,0.5321405185711988
47001,4700,47,40,159669.27422005413,0.11566307269670538
47002,4700,47,581,7821.556367730237,0.3440325899141587
47003,4700,47,66,32867.85704432599,0.43176779596235715
47004,4700,47,127,30739.547971957254,0.06263409932470897
47005,4700,47,7,16890.265641963568,0.04590244210206975
48001,4800,48,49,1024.858744941744,0.02100638697043848
48002,4800,48,37,8548.207383348376,0.17038022156408028
48003,4800,48,382,1351382.319865386,0.16186003758807324
48004,4800,48,57,2101368.738420557,0.19500429655495263
48005,4800,48,190,21258.730268314725,0.003554795474443905
48006,4800,48,205,28628.550067757085,0.061791432298867695
48007,4800,48,174,313438.2735883055,0.0701813669552104
48008,4800,48,23,9753.101477272596,0.3162214625939333
49001,4900,49,72,229335.24457299116,0.42222222313034014
49002,4900,49,2,22562.12514534524,0.1724840046691673
49003,4900,49,14,13621.804354212181,0.06337983482446619
49004,4900,49,319,3675.8758742624013,0.1253162067291253
49005,4900,49,169,4597.335183884859,0.04630996041533656
49006,4900,49,90,2669.0775359549593,0.1702877702315645
50001,5000,50,128,5340.995488776095,0.30353442205066006
50002,5000,50,42,40658.30321973666,0.6964655779493399
51001,5100,51,198,960.679417547862,0.26758828405276386
51002,5100,51,34,28990.820991557935,0.7324117159472361
52001,5200,52,726,5733.515631089239,0.8234634527895247
52002,5200,52,146,15196.18912074746,0.10161732164280185
52003,5200,52,436,928.8212851379895,0.07491922556767334
53001,5300,53,329,39239.4347364808,0.47107690103780064
53002,5300,53,86,93117.8672543914,0.5289230989621994
54001,5400,54,9,1002.523129919585,0.49263799192480917
54002,5400,54,13,533.5785172907348,0.3335126752306895
54003,5400,54,22,3381.3440376638478,0.17384933284450121
55001,5500,55,18,9797.895775134986,0.13042820171273256
55002,5500,55,34,16916.291541442562,0.7065255038761767
55003,5500,55,112,1614.194404540391,0.12532818246316513
55004,5500,55,315,1524.8383083267074,0.009521613586839102
55005,5500,55,135,1914.6694345252731,0.028196498361086255
56001,5600,56,114,171535.7625941446,0.1413095549082382
56002,5600,56,149,1900.561234939019,0.03697776216724596
56003,5600,56,29,18370.43304112679,0.06294792322260079
56004,5600,56,218,1781.3483321953465,0.47380702883370707
56005,5600,56,57,55680.4845408405,0.017640402703243175
56006,5600,56,6,20670.22382037091,0.0717411378454709
56007,5600,56,63,10986.164265469439,0.18629854343498006
56008,5600,56,41,5988.915813108001,0.009277646884513904
57001,5700,57,685,2957.5170823973635,0.04785266992654744
57002,5700,57,34,48.57394621591736,0.02487982802792265
57003,5700,57,20,71186.39702416398,0.325167156783241
57004,5700,57,13,76424.80154157322,0.06198082177629798
57005,5700,57,90,57723.78775747993,0.014853853253726965
57006,5700,57,69,8632.999578446574,0.4396080368793852
57007,5700,57,133,93158.58439933206,0.08565763335287883
58001,5800,58,188,10046.043392651804,0.21755061430911876
58002,5800,58,15,40475.39963408593,0.10750798534421728
58003,5800,58,42,18263.877863670954,0.029993030589831774
58004,5800,58,269,1249.1628352266086,0.01515826057760385
58005,5800,58,81,15545.706186746216,0.32282099362746475
58006,5800,58,556,45579.44890261631,0.027613695293320122
58007,5800,58,16,28843.28932805085,0.18197102507372173
58008,5800,58,103,63853.988728768614,0.09738439518472174
59001,5900,59,11,26805.146715702856,0.611561673847442
59002,5900,59,114,14260.619118610834,0.07936679645562968
59003,5900,59,157,5149.32471667975,0.04764835752967562
59004,5900,59,28,146685.21447681406,0.2614231721672527
60001,6000,60,83,10613.372020884888,0.173872752216394
60002,6000,60,287,78580.42718929774,0.10941399686242666
60003,6000,60,15,5938.550556786571,0.43510840910393483
60004,6000,60,190,21403.210253844303,0.28160484181724443
61001,6100,61,42,277966.4847557338,0.1263713623989466
61002,6100,61,22,30828.725142663854,0.09729211075534379
61003,6100,61,11,1294691.285100978,0.10684947534995644
61004,6100,61,93,708.1902203853884,0.3108140800900392
61005,6100,61,3,4256.4117351026325,0.11097181812597681
61006,6100,61,953,31284.590348393613,0.13368822120171392
61007,6100,61,25,207721.6814077341,0.07949809705455317
61008,6100,61,207,9900.480306366044,0.034514835023470074
62001,6200,62,12,283943.4073563763,0.3926316825784309
62002,6200,62,2,737.7081577580623,0.24995261312204292
62003,6200,62,335,12316.190345865654,0.15753813606363976
62004,6200,62,31,956348.4931087265,0.08587940472518367
62005,6200,62,132,21830.736997444135,0.1139981635107029
63001,6300,63,67,80268.39287727964,0.2600074903892736
63002,6300,63,14,13914.636816110744,0.034997985088224194
63003,6300,63,24,924.9600047980686,0.11258140988847021
63004,6300,63,37,21107.92929710339,0.0606979036287601
63005,6300,63,67,6594.869401228675,0.17819983121436683
63006,6300,63,88,12683.660291438668,0.11146848980572405
63007,6300,63,588,15003.85562008539,0.14192434085488914
63008,6300,63,84,41562.29797684499,0.10012254913029198
64001,6400,64,453,572912.9394982234,0.13118427512746988
64002,6400,64,20,6208.49408278807,0.8688157248725301
65001,6500,65,72,355715.8485943018,0.21774301225987808
65002,6500,65,27,13044.047742243725,0.2033059873739855
65003,6500,65,241,8312.45975355624,0.2065184582298113
65004,6500,65,7,317970.41964611114,0.042908481139352764
65005,6500,65,2,337736.92864139326,0.010803999692178632
65006,6500,65,140,2734.6260600671517,0.04420971957098666
65007,6500,65,20,286.464346097172,0.00440539475968117
65008,6500,65,47,118570.97442678464,0.2701049469741259
66001,6600,66,3,92866.9051767197,0.04939596377796779
66002,6600,66,50,5073.050254874214,0.2590377080334973
66003,6600,66,160,95590.28906399786,0.5006821724539109
66004,6600,66,7,82873.3595457885,0.037836188204446064
66005,6600,66,942,371461.34721591306,0.00027295346649403653
66006,6600,66,39,1544.3358863348094,0.152775014063684
67001,6700,67,1329,509790.45642460673,0.2826088385510893
67002,6700,67,3,1996527.9610690074,0.7173911614489108
68001,6800,68,63,1700.8528138499942,0.0275666491165518
68002,6800,68,53,5246.147599964238,0.857293984872231
68003,6800,68,35,14751.372522150043,0.0427802662974147
68004,6800,68,10,13825.58089053838,0.0682552130680581
68005,6800,68,309,53830.249190627546,0.004103886645744545
69001,6900,69,230,49586.33635138515,0.08059768672903272
69002,6900,69,297,1035565.3663115093,0.30588723430033793
69003,6900,69,690,23571.052141277323,0.01550759383515016
69004,6900,69,148,13509.861148821836,0.044353974404071704
69005,6900,69,74,43457.45853839366,0.09256573384528684
69006,6900,69,142,11039.311762957617,0.1605900859535968
69007,6900,69,129,4515.067147306534,0.1799741291952317
69008,6900,69,5,14801.917210105648,0.12052356173729203
70001,7000,70,525,7524.752507803311,0.5307962227534283
70002,7000,70,40,137386.52240414885,0.22764559350418279
70003,7000,70,74,420382.4552161342,0.24155818374238894
71001,7100,71,36,872.1239108175731,0.30055322607111645
71002,7100,71,13,1195.71286629816,0.6140053799890713
71003,7100,71,27,19384.950309234453,0.0854413939398122
72001,7200,72,35,188581.72128922725,0.5969145431126502
72002,7200,72,20,11639.074213143533,0.40308545688734976
73001,7300,73,21,618240.0389062158,0.06766855192263531
73002,7300,73,303,261256.35540617575,0.3607827355059666
73003,7300,73,80,41133.78177115513,0.010228925890930508
73004,7300,73,25,110565.41024413177,0.07745416005409288
73005,7300,73,162,37206.1587805034,0.10390330686575618
73006,7300,73,12,50805.218230889775,0.31190941901725083
73007,7300,73,9,29690.775670131974,0.0470956282352974
73008,7300,73,11,940.0796122626701,0.02095727250807039
74001,7400,74,333,42554.06299527658,0.5056667127419394
74002,7400,74,99,2705.5636389592178,0.3198722761456345
74003,7400,74,87,1693.6528685632193,0.07898011669206456
74004,7400,74,5,379586.5750092944,0.09548089442036152
75001,7500,75,21,1405.3857302250426,0.5619004836365574
75002,7500,75,864,47737.714508277124,0.23783249156901584
75003,7500,75,104,21076.58995817132,0.20026702479442673
76001,7600,76,264,5909.707830041089,0.49219448401381405
76002,7600,76,39,97034.51095660626,0.16803450058560845
76003,7600,76,31,243957.15780654358,0.15440099869329582
76004,7600,76,79,201314.44123355733,0.17124261922650413
76005,7600,76,217,12671.024193395704,0.014127397480777551
77001,7700,77,211,380622.2898413474,0.34378649740808875
77002,7700,77,3,57029.020435774175,0.31527542852654056
77003,7700,77,126,111035.64557433511,0.15738822376168182
77004,7700,77,91,1210.1332477143058,0.1835498503036888
78001,7800,78,23,42682.32567067028,0.3814895804998056
78002,7800,78,82,92214.89509312685,0.07273421957341145
78003,7800,78,131,38435.621057593315,0.545776199926783
79001,7900,79,1658,191504.2961027346,0.6988416523156968
79002,7900,79,553,3926.1947141080564,0.3011583476843032
80001,8000,80,117,899.0468780110328,0.7995921835145163
80002,8000,80,18,598587.4845205277,0.18345277650601582
80003,8000,80,1158,33273.49930731453,0.016955039979467793
81001,8100,81,547,6217064.36990273,0.011514550060328277
81002,8100,81,177,1536755.2722586787,0.1325584117890089
81003,8100,81,24,21812.000011321034,0.22164504378176267
81004,8100,81,284,1768.1124040818518,0.46028239009058564
81005,8100,81,14,56146.339546369156,0.03387007238190436
81006,8100,81,6,25731.320621278956,0.09829098267135597
81007,8100,81,33,37405.03210425267,0.028080647404672886
81008,8100,81,871,4044.820311733629,0.013757901820381092
82001,8200,82,53,17940.269072416853,0.041774852851364286
82002,8200,82,143,11368.259779441267,0.35399039985574304
82003,8200,82,127,67622.88624787725,0.47543275964085135
82004,8200,82,22,11357.411846437335,0.037212271518165155
82005,8200,82,161,29735.972048584008,0.09158971613387637
83001,8300,83,102,5614.415991565943,0.0900087041423018
83002,8300,83,56,561.2214925618244,0.05513816757751755
83003,8300,83,78,10567.084391689265,0.15998567794192042
83004,8300,83,591,71846.53143113607,0.4172687630575299
83005,8300,83,7,32193.1747047752,0.08901755305655339
83006,8300,83,120,134250.24680216404,0.14686026709780406
83007,8300,83,8,4849.2892772175865,0.04172086712637284
84001,8400,84,3,144081.3127032117,0.04092305131193169
84002,8400,84,53,55953.55471386041,0.25466612902007396
84003,8400,84,188,161446.25279371243,0.01230919802715919
84004,8400,84,26,5709.038353193368,0.2029528357882834
84005,8400,84,5,57897.979361574195,0.19455881568839054
84006,8400,84,5,658840.5160137699,0.16207279662273408
84007,8400,84,30,158377.0622992434,0.004778434762291844
84008,8400,84,392,13524.718724517688,0.12773873877913539
85001,8500,85,71,5277.95084395955,0.049331232857825154
85002,8500,85,24,7193.530963176724,0.047493235686217515
85003,8500,85,21,12709.635118522421,0.2934048187239941
85004,8500,85,554,415450.326097526,0.19656520290267393
85005,8500,85,47,29657.384489928125,0.00039753069822101784
85006,8500,85,175,7752.516129405367,0.41280797913106815
86001,8600,86,39,25877.724598298133,0.3283066893448971
86002,8600,86,758,5853.872234176363,0.018637478280356935
86003,8600,86,80,203520.89086780502,0.1643327102835936
86004,8600,86,11,23003.510160171914,0.12114621382638148
86005,8600,86,168,2729.0222466362225,0.29927683444815023
86006,8600,86,78,60178.04556706465,0.016479972570756528
86007,8600,86,394,9272.031177035578,0.051820101245864135
87001,8700,87,29,7222.088383419651,0.33105949622218145
87002,8700,87,14,80156.30441984933,0.6689405037778184
88001,8800,88,76,15133.40182633327,0.14300818189936665
88002,8800,88,3,23016.75373933025,0.016817037088476643
88003,8800,88,50,20017.800647049196,0.0413940907296153
88004,8800,88,65,7672.261429032482,0.13774554942913625
88005,8800,88,308,36697.491763552345,0.23439672980288903
88006,8800,88,46,3565.207645646469,0.3303247957287106
88007,8800,88,1091,1523.4002250710278,0.09631361532180575
89001,8900,89,253,1255.3612511103863,0.1437829594047966
89002,8900,89,18,6835.282401320483,0.19300624197212593
89003,8900,89,71,72433.9649785862,0.07773308456561875
89004,8900,89,98,215145.21520182042,0.20060041288337205
89005,8900,89,57,6642.797280745434,0.2462741016021322
89006,8900,89,174,22875.19545029227,0.13860319957195447
90001,9000,90,138,21429.691325824584,0.13714972549642926
90002,9000,90,1,1675.7176383643164,0.8628502745035708
91001,9100,91,86,53531.433416782034,0.18313490665036639
91002,9100,91,6,14986.934221825037,0.03514823839862573
91003,9100,91,316,414522.4419659702,0.17609282347282454
91004,9100,91,7,25452.6591419922,0.2842028806350152
91005,9100,91,92,4135.099802747877,0.014499356827533052
91006,9100,91,6,54117.739246568664,0.11097721681099007
91007,9100,91,21,6795.960827402086,0.11800196915960849
91008,9100,91,83,141826.3023138169,0.07794260804503665
92001,9200,92,100,59697.71055403386,0.23030171166692243
92002,9200,92,17,13780.866860969625,0.016370432245113583
92003,9200,92,340,22922.275410488684,0.21098445284637085
92004,9200,92,84,13298.85098010697,0.07089568150805664
92005,9200,92,131,61489.67210225093,0.34330471149717384
92006,9200,92,46,1295681.4763336142,0.057634757864616706
92007,9200,92,64,365632.6322116336,0.01055479286471167
92008,9200,92,80,49579.662752365104,0.059953459507034096
93001,9300,93,4,120605.92502970369,0.16147302596910468
93002,9300,93,3,2457.4652343601692,0.36174725754244985
93003,9300,93,31,10023702.70739065,0.14907473868191845
93004,9300,93,6,30907.672355488485,0.12407298440258023
93005,9300,93,22,8938.259700624058,0.203631993403947
94001,9400,94,52,1495.323355972211,0.014641122377019235
94002,9400,94,215,2828.859578842505,0.08633189269367722
94003,9400,94,27,324628.30018302513,0.010692076700977484
94004,9400,94,247,102954.27242354423,0.3141128578282987
94005,9400,94,30,40922.39793357337,0.12262866804594076
94006,9400,94,98,349092.5682427424,0.12896282641847542
94007,9400,94,450,8566.060514195571,0.3226305559356111
95001,9500,95,127,45560.61360388546,0.17802605579948821
95002,9500,95,133,13425.367485195427,0.43311257338247156
95003,9500,95,12,3203.1486196238257,0.1485198242080809
95004,9500,95,68,656809.110927834,0.025018273610839543
95005,9500,95,57,76404.91102972718,0.21532327299911974
96001,9600,96,189,24196.980665476265,0.15049995193729498
96002,9600,96,18,37132.662710929886,0.20010504896829287
96003,9600,96,1550,15152.16258481632,0.649394999094412
97001,9700,97,37,127114.82083346452,0.5827908181912923
97002,9700,97,40,5667.544711587413,0.4172091818087078
98001,9800,98,338,5545.880550304488,0.03756782264033152
98002,9800,98,175,15884.523017370871,0.5529077234751275
98003,9800,98,290,82639.92325070497,0.06987988310125846
98004,9800,98,34,226293.53494805194,0.0945166240444824
98005,9800,98,39,261915.7332533701,0.07148409942656064
98006,9800,98,3,4841.337178350234,0.026750420325114828
98007,9800,98,60,530.9802007071393,0.1468934269871245
